spectral_centroid,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,label
1353.9940370892978,-30.74818,44.1116,-1.3253752,13.789932,-5.786106,1.7776471,-1.9647074,-1.0652527,-0.050605994,-0.21642233,jazz
1427.9245373060999,-36.697918,44.106735,-3.4173582,2.5254402,-0.2841856,2.4457576,1.8294747,-0.09212899,-0.15444826,0.24370654,jazz
1004.7574201659099,-49.35506,51.865803,-7.9642277,2.8185403,-0.4672596,2.9969342,-0.097490184,-0.015542835,-0.15519528,0.034798607,jazz
1219.5124856006728,-43.68273,43.20864,-3.2544158,11.726461,-0.14748386,1.8998816,1.7640647,2.1448085,-1.685058,-0.69790286,jazz
2428.058768410789,-36.724117,32.818356,3.7974434,1.3634254,1.9350756,1.2418127,0.8268089,-0.2942915,0.5460805,0.9507882,jazz
1171.8345898377142,-73.50313,50.400734,-7.484156,6.109608,-0.27522856,-0.289532,-0.71120393,0.28108817,-1.264328,-0.4186698,jazz
1336.3546002724486,-38.131496,43.406452,-6.2438035,12.998093,-2.7436767,1.9894729,-3.5850394,-1.7024686,-1.1958575,-0.82077074,jazz
1503.9322999254405,-61.018024,42.581467,-4.5908957,3.9462988,-0.04283025,1.4652936,-0.15411688,-0.24522676,-0.4102382,0.11186597,jazz
2915.2020776967365,-34.71962,17.073645,2.053494,7.4264355,-1.0791148,0.54604286,-0.3259104,0.34232423,-1.0511099,0.5638882,jazz
1382.8810942210137,-38.677933,41.810368,-1.116854,10.236286,-4.64398,4.967269,-1.7501119,-1.6463152,-0.30861178,0.24829733,jazz
1391.5959542659566,-37.090538,37.76887,8.268825,7.83372,2.2560031,2.0261877,0.87633,1.1456125,0.13519627,0.1959304,jazz
1169.7729218908673,-47.09427,48.34337,-5.9734488,1.1271877,-6.8105545,1.9597306,-2.9700127,0.16965468,-1.4521756,-2.2482302,jazz
1169.4396755831438,-57.865936,43.08321,-1.3191093,10.160586,-1.2028424,4.8818154,1.1887214,1.3514875,-1.5820422,0.10430528,jazz
2860.6831509039876,-22.962706,21.786694,-4.7949843,6.1912537,-1.2235416,1.204888,-0.5184223,-0.47737518,-1.5775267,-0.5010976,jazz
1697.9171784792436,-47.038795,34.198196,1.7884394,4.8358526,-1.6706488,0.62449,0.31982923,0.66110885,0.3495173,0.7018895,jazz
1787.7638893804722,-69.41767,32.382633,4.406824,11.200538,4.959537,-0.17930487,-1.1882955,0.32290486,-0.34437674,-0.43237674,jazz
1993.4129867783474,-38.171448,29.503021,-4.2612624,3.8200564,1.0883999,2.8957634,0.3830518,0.71124053,-0.3604836,0.1856122,jazz
1367.435200194705,-82.90428,45.102257,0.3047517,5.0651827,-0.015027771,3.3722622,-1.68022,1.5038596,0.5448251,0.857173,jazz
1574.959956587146,-9.685581,35.395798,-0.5581491,6.901664,2.3676753,0.20542069,1.0087022,-0.47599226,0.102294736,0.12260138,jazz
1759.6144140848987,-19.216654,31.66802,-6.8881507,8.475689,-0.76761305,5.161798,1.871138,0.99309194,-0.49748164,0.15937479,jazz
