spectral_centroid,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
2224.8938399288413,143.5546875,-98.35358,98.35551,-20.49053,18.820034,-2.095781,2.665037,-7.3115172,-3.5901136,-7.989525,-1.9183744,-4.731997,0.62377596,-2.5930846,-1.4701574,-3.1693437,0.6580322,-4.818465,-2.2215443,-3.8104959,0.23409174,classical
1490.2748102133896,99.38401442307692,-235.30266,141.11952,-34.68189,30.97919,-16.402012,23.11808,-11.041572,7.6543603,-19.016834,4.226783,-11.835753,8.917746,-1.4451483,4.2909236,1.4704618,3.1791406,-1.3147043,2.945257,-1.6585304,-2.8946588,classical
1322.7344268727697,151.99908088235293,-274.3259,148.35321,-20.328934,21.799068,7.9280887,3.7767048,-2.2288494,-6.0878696,-5.6230106,-6.6903186,-5.903531,-4.592248,-1.5412745,-3.0245388,-4.6955943,-7.719143,-7.2160583,-5.406607,-5.2490506,-5.269738,classical
792.9088884169765,123.046875,-498.6033,177.51414,11.2123165,27.632612,-2.8363297,5.0898414,-6.60016,-1.0522397,-4.139637,-3.0476696,-9.911628,-8.576439,-9.19357,-11.933369,-9.193133,-10.895907,-8.85239,-3.9247425,-2.387222,-2.3032594,classical
1356.2906973182814,99.38401442307692,-283.51343,159.5616,-29.515244,18.527405,-9.859647,-3.4256573,-10.98901,-9.791544,-8.29952,-4.2436934,-2.8717248,-5.970813,-4.0241084,-3.350324,-3.3981566,-1.8631132,-0.44908857,1.9014163,-0.11366276,-2.81079,classical
1751.5809593775805,107.666015625,-367.0708,112.819145,-18.745602,10.175582,-1.6043581,3.799532,0.925681,5.0639057,-5.3709044,-9.514625,-8.494094,-1.7862537,1.2870401,-3.876935,-2.6494827,-1.0689509,-1.2830023,-2.5024,-2.5671668,-4.0735517,classical
1878.4940039517187,129.19921875,-85.30834,118.44306,-31.477154,20.282328,-4.4176335,6.9121923,-10.952412,-1.622339,-7.361473,-3.0186846,-4.444011,-1.4172888,-4.253397,-4.166459,-3.9732041,0.28076568,-3.3932076,1.6940119,-3.680135,-3.4354215,classical
1633.582298996637,129.19921875,-409.5085,116.79858,-16.184534,11.70164,0.68973315,6.0123076,-4.265308,0.49973595,0.43108055,12.586633,-1.1213994,-1.1413046,4.9480686,1.7665062,-3.9037135,3.4967074,2.797977,3.1038718,0.661228,-0.24800977,classical
1371.3948853640532,135.99917763157896,-278.16513,147.88019,-31.550196,20.351751,-9.574066,-6.2306333,-13.595258,-0.6612344,-7.273572,1.0149182,-11.761826,-0.96557975,-2.2157328,-0.5712764,1.8589841,5.1364827,2.6247692,0.8223368,-1.6447537,-0.0990543,classical
1559.9200748058706,161.4990234375,-234.44064,130.26003,-39.531036,19.348919,-6.7951365,-5.1349883,-3.7098153,-4.0319524,-5.0715547,-1.3709053,-7.748646,-4.3807516,0.47027847,0.77413917,5.452055,8.770049,7.0452633,2.4262977,-2.2932563,-0.24617362,classical
1681.2723869009876,112.34714673913044,-81.11545,129.04564,-42.44421,33.13707,5.685447,-6.503762,-2.2667923,7.401879,-18.70608,2.4765916,3.7434187,1.8843732,-10.075478,0.9861844,-3.5743084,-6.1701326,-8.027795,3.7797046,-5.0546417,-0.8755277,classical
2411.5244663469507,161.4990234375,-186.65797,86.64906,-15.726744,14.733744,-2.2077508,6.2551727,-0.8924627,0.6554031,-6.0940466,-5.222849,-7.879544,-1.725549,-4.7003126,-2.047425,1.4354784,2.7857282,3.313651,3.113331,-4.41042,-5.0338645,classical
2192.5069045226314,143.5546875,-251.23933,88.76645,-41.775455,37.914806,-12.039211,21.623262,-5.8672247,25.71373,-5.204475,14.297369,-7.54923,10.474767,-4.924639,5.264075,0.28599343,3.3210983,1.2696191,4.7757545,-2.0725088,1.1374292,classical
1185.144479134992,123.046875,-475.8085,141.50447,-8.465948,34.003716,0.51044387,6.037262,0.003852437,9.544265,2.1649945,7.102437,-8.052562,-0.11562485,0.76368,3.8647203,5.3222013,4.6679826,6.857529,5.392151,1.064895,-6.4891334,classical
1176.9449938974453,184.5703125,-171.08478,156.89876,-21.83331,5.3263197,-4.0699153,-3.731567,-8.900291,-4.9369226,-7.900487,-5.3933387,-9.340079,-6.6050344,-7.7875705,-1.3528187,-3.542935,-2.861669,-3.8928695,0.2837175,-3.4214509,-0.9098752,classical
1253.0323992049648,151.99908088235293,-223.18733,163.25397,-34.412884,24.186995,-10.303666,3.2221324,-12.889323,0.803704,-14.28119,1.6788578,-10.140899,0.23151678,-4.558466,0.10235383,-2.8588448,1.3568622,-0.33345762,-1.0612147,-1.0977975,-8.051071,classical
1304.1427959179266,107.666015625,-299.62308,157.25868,-37.329967,15.76609,-5.7509174,-4.452048,-6.8125167,-10.72881,-9.877373,-8.156403,-5.426561,-7.837365,-2.7309942,-1.1138375,1.6426827,3.6369374,3.0815508,0.10749693,-0.7975746,-2.7373397,classical
1623.758025306243,135.99917763157896,-207.42522,117.61353,-41.420906,13.249367,-1.6709114,15.538312,-10.338402,-1.8724031,-12.771744,6.9996586,-0.77371377,2.0700433,-8.253666,-1.4549944,-7.0775576,0.936332,-5.5453157,-8.510656,-1.4852846,5.3822665,classical
1184.2726167313842,129.19921875,-221.30133,173.31781,-37.445778,24.355968,-8.682666,3.3846245,-12.844792,1.0788687,-15.323445,0.4238258,-9.6230135,2.288309,-4.490512,0.35830483,-1.4770246,1.8143004,0.2278374,-0.96970654,-0.4899406,-6.2580786,classical
1174.3248424595008,123.046875,-436.85822,154.08043,-19.861961,20.18266,3.1738946,0.45094624,-6.5277185,-4.608915,-10.058648,-6.1566315,-4.5333605,-2.7670465,-5.211671,-7.372306,-6.9970784,-3.2076483,-0.3646712,2.231454,2.5831914,4.47872,classical
1952.6079332127808,95.703125,-287.6037,101.75817,-35.345406,41.28016,-12.727132,17.276148,-13.967989,16.304947,-5.5929623,13.65411,-8.788416,-0.053095203,-13.757536,6.4763436,6.7050653,6.980088,7.0220094,8.37935,-5.610407,1.3776155,classical
1702.24789858299,129.19921875,-108.06734,127.27673,-44.952744,31.253359,4.3463645,-4.9418173,-15.889656,14.6361885,-7.799102,-1.2097644,2.8209624,17.278034,-4.0977507,1.670985,0.663156,4.6126633,-9.879342,-3.2347627,-3.1057496,1.8729876,classical
1355.7633127675824,151.99908088235293,-321.1392,134.57176,-18.24004,22.185543,0.42837247,-3.8020205,0.48775455,-1.1469616,-1.9024942,-0.10495498,-2.7560537,0.5838329,2.493017,0.3000645,1.6743897,2.8886983,2.0871372,1.1659802,-2.3970757,-3.4238703,classical
1933.75034806624,135.99917763157896,-203.65866,111.14665,-51.54852,39.4677,-10.575404,11.908857,-13.166576,15.140764,-7.2812214,13.376247,-7.3036685,3.8474364,-3.7815683,5.301976,4.094898,6.644152,2.9907703,3.548755,-3.3496606,-3.6861598,classical
1372.6940993686428,103.359375,-295.8206,134.5378,-22.434929,40.75837,-5.8729753,9.266152,-11.873936,6.287886,-8.864131,4.4022937,-9.374511,4.060037,1.6421571,5.1347084,5.426003,2.2642205,-1.8280866,-2.9272993,0.14413214,3.1980677,classical
1551.3608602773115,117.45383522727273,-197.22751,137.38995,-34.15922,25.363323,-5.2644143,-2.7768812,-9.50855,-7.613304,-7.647625,-5.667732,-4.3843036,-5.4243526,-3.5282192,-5.6571836,-1.8996494,-2.8816411,-3.4791713,-4.0269103,-7.304032,-4.191021,classical
1002.6849591662105,112.34714673913044,-368.99612,171.87369,-27.293062,6.0049872,-0.16409573,-10.674201,-11.924829,-10.194442,-11.368568,-10.507292,-8.375313,-9.789171,-5.058682,-5.081462,-3.0391665,-1.7328733,-1.8532634,-2.2638671,-1.2798711,-0.43839782,classical
715.8536806386671,135.99917763157896,-552.1586,173.31636,26.347733,14.1246195,7.2601404,-7.080264,-5.8543334,-10.337285,-11.018615,-9.1995945,-8.8259325,-4.930786,-3.6539578,-4.2796836,-3.4603527,-4.822288,-5.677031,-6.540836,-8.199671,-6.445196,classical
877.3225402717013,123.046875,-392.925,190.73505,-13.309888,8.256798,1.556012,-11.073181,-11.240291,-13.994958,-10.621299,-9.390467,-4.621175,-10.071729,-4.8217816,-1.7488233,-4.664633,-2.1138494,1.0292007,1.3127501,-0.15136662,-1.4068551,classical
1358.9954445281364,107.666015625,-286.7648,135.92358,-24.435642,36.65812,-6.240166,6.963425,-8.172439,3.8363292,-4.407772,6.43176,-4.1324863,1.5559709,-4.3460455,-3.0125496,-0.016203536,5.6396313,3.425168,2.8352244,1.0982252,-0.2922133,classical
812.1207958821843,161.4990234375,-477.94348,155.32089,12.7602215,5.5314426,2.3841317,-10.652274,-16.651352,-12.546622,-11.18711,-9.374714,-3.2156122,-2.7692902,-6.477842,-8.309539,-7.097621,-7.473877,-5.3253646,1.2618532,1.8818004,-1.6483129,classical
1243.6691621009502,117.45383522727273,-315.7878,149.6681,-30.549932,23.213522,-8.686289,-10.101967,-15.724107,-4.040028,-7.6393766,0.046328187,-11.144776,-7.673778,-5.8676133,-4.8578367,-5.145053,-5.417841,-3.1697006,1.4593674,0.14227715,-4.1655474,classical
1423.5649269846951,123.046875,-385.87155,128.65533,-26.71042,39.469887,-2.1612146,16.753073,-5.7280316,14.715786,-3.0880723,12.300447,-5.8861976,2.7979028,3.6902454,10.929424,10.53869,9.916324,6.106343,3.5270514,-3.323849,-3.6731477,classical
1526.628931824985,135.99917763157896,-326.89743,127.400604,-30.596176,37.471397,-5.2961755,20.813564,-1.7786855,-4.6154566,-4.0401983,5.2422748,-0.6424489,2.7945673,7.2292066,3.9706953,-2.3921704,1.4881848,0.5893412,-0.59301853,2.3430698,2.638252,classical
1118.4502461216537,117.45383522727273,-498.64725,145.66858,46.470146,15.258628,3.0686219,-0.8322841,-5.2227077,-6.210678,-3.811383,0.08911614,2.7176886,2.216922,0.24056214,-0.4649022,-0.879232,0.58388776,3.2779336,2.3057544,-2.5643954,-4.809985,classical
1171.477078803794,117.45383522727273,-413.00116,138.53171,-19.246777,34.156403,8.985244,-4.2935634,4.1500463,0.8692793,3.081244,0.12008622,-4.0598006,3.7838356,5.919068,3.4981356,6.6246977,6.735387,2.467337,-1.8759853,-0.05677957,2.725177,classical
1358.6023759424515,117.45383522727273,-311.5614,148.68465,-33.492855,10.352457,-12.897486,1.2300147,-12.900196,0.80692005,-9.733505,2.0582037,-5.113307,6.7274017,4.6117973,3.7775502,1.2801938,1.2478794,-0.09189936,1.4856895,0.37260428,-2.998159,classical
1559.3040287467168,135.99917763157896,-297.12802,130.24132,-30.590057,27.473572,-7.0638957,1.9754045,-11.136683,4.7445807,-8.7696905,5.4049516,-5.3879395,4.456289,1.7435378,1.8900002,-1.3096613,1.0844122,-0.999034,-1.4764678,0.62399,1.1473346,classical
1180.5324896152026,117.45383522727273,-362.73184,143.90761,-19.005598,30.651041,1.0206417,0.2722509,-7.991961,-3.8471584,-8.934133,3.276335,-4.429236,3.6627498,4.9254327,3.2560022,6.345394,6.0740194,3.849548,-0.2525519,1.1743842,1.7957982,classical
1349.5622465655813,117.45383522727273,-321.24756,136.29433,-28.28276,31.008644,0.5742582,0.23691241,0.6586136,-1.3397088,-0.05861178,-0.4239126,-6.176197,-0.14452063,-0.4549773,-0.7290449,7.4753556,10.970392,7.8246856,4.318515,2.9890995,5.8538322,classical
1527.645526264714,135.99917763157896,-230.27237,119.15338,-1.0512227,28.384487,10.00878,16.125824,4.793946,6.192379,0.95159554,5.9151874,-1.1755235,3.5739172,-2.0996544,-0.90729165,-1.8530504,-0.006134057,-2.7977016,2.3327787,-1.4417099,2.738794,classical
795.5192461669651,135.99917763157896,-429.1393,175.105,31.898457,4.288325,1.0443159,-5.7782183,-9.484334,-11.283601,-10.578688,-8.663466,-6.3293447,-1.6777816,0.82280576,-0.18251835,0.029035363,0.19495818,-1.8525834,-4.4139447,-4.9667983,-4.6021824,classical
2172.3382154638084,117.45383522727273,-326.38028,85.908844,-42.970146,31.839684,-19.570826,9.9973955,-16.449766,9.995579,-8.598667,25.513878,6.546204,16.401815,3.4843886,9.598671,5.9370537,9.294365,9.968022,9.203009,2.796967,-5.387142,classical
1282.3275301478,123.046875,-419.33255,127.41256,-3.780655,23.201252,-4.313285,4.0386424,-8.204688,-7.614801,-7.0662546,-2.9135451,-7.399464,-5.427491,-9.09169,-10.606093,-5.7345304,-0.39572194,7.0178695,5.5884614,-3.4727767,-5.181192,classical
1807.9280823768647,129.19921875,-299.6929,103.63919,-27.674166,51.015617,12.293651,16.498365,-10.951071,-0.8876352,3.8555367,12.946044,-12.410851,2.4781237,5.1832848,-0.74185234,-0.6057203,-1.1729357,5.9353924,9.813155,-2.679028,-3.069428,classical
1494.4657470360255,103.359375,-280.7058,122.70871,-14.398484,26.855293,1.342496,5.994597,-13.109008,3.3745084,-11.562681,5.1796885,-1.0512307,2.755773,0.057794534,1.3432912,1.5182204,-2.1990154,0.7787537,-3.9650521,-9.143814,-6.9278016,classical
1388.1392656380106,129.19921875,-343.14352,140.10466,-20.919518,32.316124,-3.6832788,2.940859,-10.663066,0.31063065,-5.795961,7.683308,-3.6783319,2.5477433,-3.4992898,-2.2351356,-0.82195896,0.8768776,0.45869616,0.93686277,1.8698077,-0.63520443,classical
1214.3502552431958,143.5546875,-374.65198,153.82292,-21.559772,20.833046,7.002672,-3.9453752,-2.5165145,-2.805235,-4.2927785,-4.5061345,-5.7571154,-4.25979,-3.845601,-4.5916386,-3.636789,-2.2832582,-3.1167452,-0.20936796,2.6291044,1.8155842,classical
829.0091477951953,123.046875,-421.5947,172.78941,28.069191,-2.5672545,-3.5711489,-4.8697968,-8.89614,-10.693691,-7.677653,-7.9523697,-7.321746,-2.7029624,-0.91081506,-4.214681,-8.4307785,-8.406165,-4.1302347,-0.41095352,0.08817715,-0.26952803,classical
1278.5184062359633,151.99908088235293,-319.2353,143.68849,-31.174322,10.929482,-5.5593967,-4.257987,-8.956228,-5.580584,-8.022721,2.3428679,-4.4802847,-0.3207868,0.96291196,1.1450095,-0.48385778,-1.2987701,0.13611415,1.4835695,3.703356,3.0668252,classical
1128.3811387274063,123.046875,-429.07135,120.768425,-1.7005676,17.942797,7.7381415,-2.054263,-3.9395752,-2.5293143,-0.5850701,-0.80839604,-9.05951,-3.6882565,-0.97951883,-5.0015235,-3.803356,-2.4000816,-1.8954189,-0.31558427,3.4095917,3.1324277,classical
1516.848913603582,135.99917763157896,-292.093,127.76223,-29.910952,37.434177,-9.569949,5.109292,-13.825463,7.040886,-7.0332546,6.498645,-9.904662,4.711042,0.36506906,1.4664493,3.4063017,6.0794387,0.95659983,-0.7607291,-2.102644,0.75534785,classical
822.6139611536199,112.34714673913044,-374.00146,172.43169,6.4013906,20.147358,5.8632383,1.5984083,-6.7120857,-1.1907266,-0.28920582,0.33138114,-6.5567055,-7.3027678,-7.334053,-10.216207,-6.1444564,-2.4325743,-2.6761692,-2.2844436,-1.159599,-3.8186045,classical
2423.3323353649416,99.38401442307692,-301.9321,57.551678,-59.138557,33.53785,-20.924202,17.733927,-0.6399965,49.018703,19.130726,27.11223,-17.640003,-0.28261364,-3.750939,18.172718,9.955658,11.6081085,11.277827,15.394898,-7.3996224,-5.8444824,classical
973.5355866616919,123.046875,-549.5697,156.96532,6.631247,34.40245,13.249272,5.748277,5.0407815,-3.0072958,2.0624192,3.0736666,2.01758,3.2438076,5.6670165,5.7033176,3.6362784,4.1026506,4.3394637,3.3675346,2.6253273,1.6544265,classical
690.5300405312647,99.38401442307692,-465.89728,180.18097,56.64645,11.035487,5.84732,0.73515993,-3.9715195,-5.886589,-8.459514,-9.7856865,-7.6918135,-3.2519479,-1.8584504,-4.0099673,-4.103265,-2.4666235,-2.3584416,-3.0008154,-3.229787,-1.7167836,classical
1211.4313268289068,107.666015625,-278.80756,160.00061,-28.392517,23.027172,-2.7092493,3.0009243,-11.297819,-0.51610196,-11.366227,3.1746962,-5.085273,4.348031,-4.0713315,-0.15422319,-1.6738683,1.6379045,1.0092884,-0.76324505,-3.8380258,-3.5458808,classical
1371.4447396060214,123.046875,-449.5024,124.97929,-19.903538,27.45521,-5.7697797,2.218913,-6.560758,10.581615,3.3420105,14.3803425,1.9796467,5.2490325,4.427051,5.064854,7.1590443,6.175631,7.153757,3.859792,2.623697,4.94853,classical
1054.7328868522359,99.38401442307692,-482.57535,154.85045,-5.0330462,29.729904,-1.8655614,8.21654,-4.778444,9.632519,-3.3466737,4.530603,-10.102243,-0.67018056,-2.4489703,-0.16125083,1.8729064,3.4829504,3.385576,1.1102743,1.272175,-0.6691851,classical
1415.41298958729,112.34714673913044,-263.99594,142.1169,-51.378956,5.0166855,-20.275646,-17.12978,-16.075098,-20.311262,-15.041228,-9.737653,-8.4088335,-11.790934,-6.8859296,-4.6030884,-2.0434783,-2.373202,0.9661217,3.0088854,1.3610226,5.5366035,classical
1525.0760420116653,117.45383522727273,-378.6962,126.49836,-18.83014,42.88959,-14.325575,25.359524,-14.636545,18.717955,-10.184203,21.119013,4.428083,18.228247,-10.292282,8.9499855,1.1953155,6.291157,2.5115902,4.400918,1.700778,9.983014,classical
1326.2905913173308,99.38401442307692,-160.66153,164.26509,-48.74267,1.6567887,-7.6118655,-2.6635227,-11.042241,-7.000248,-8.0976515,1.2511178,-5.369692,-4.139391,-5.4268584,-1.6659503,-3.0891135,-1.2498348,-6.086917,-1.0295801,-4.119247,-1.5024842,classical
1497.5036380467266,103.359375,-315.01526,128.71162,-28.93394,30.832693,-8.987341,7.994575,-9.845814,1.4287153,-8.980798,6.0593615,-3.308112,7.6189456,3.8063478,2.9302814,1.8181531,5.1859035,1.0748725,0.14475301,-4.532769,-2.3237267,classical
853.0763810402683,123.046875,-338.83044,190.14246,-16.293915,3.7036424,-0.4407284,-8.890434,-10.38858,-16.36097,-13.284851,-10.792324,-8.643245,-8.279585,-4.6242003,-3.799219,-4.5522614,-3.6663947,-0.944835,0.53679186,-0.2605476,-1.5557867,classical
1016.2036312413069,151.99908088235293,-319.72226,166.00253,-11.9387,27.27777,7.8312716,1.7412491,-7.853774,-2.4011254,-2.9048698,-2.5207543,-11.3745775,-4.616379,-4.492808,-7.44132,-5.581123,-1.8771385,-1.2917659,-1.4350586,-0.50447357,-4.0975103,classical
1157.8655406408493,129.19921875,-405.63312,145.72554,-0.84949195,23.064943,9.217205,-2.6364682,-5.7427993,-2.0792973,-0.6383659,6.745994,2.7888033,2.4446673,5.0832434,2.3878872,1.8648169,2.4982696,1.5298346,-2.262056,-1.4387891,2.6199057,classical
1216.3713864035042,129.19921875,-356.10693,139.79785,-6.2831244,43.18759,-8.871487,11.056036,-8.395703,4.4202566,-8.280071,8.684677,-8.132967,3.4333065,-1.4450536,-0.41593614,-1.7238505,-0.2988876,-0.6631107,1.1574033,-0.6188701,-0.25522968,classical
1360.1636476762342,161.4990234375,-289.74127,143.90283,-27.002756,24.065565,-1.1469276,-6.3004317,-2.745879,-3.524174,-3.0163457,-3.1469986,-7.264607,-1.6910166,3.0758982,2.683342,2.525689,4.61217,2.3802643,-1.2729077,-3.5536108,-2.8135438,classical
1137.8827996451196,129.19921875,-349.94827,161.8574,-3.369462,14.163237,5.7316136,3.507077,2.9739192,-7.0916595,-7.915771,-0.36118302,2.8649027,-2.4754703,-6.782114,-8.829841,-6.667609,-4.9043784,0.108544774,4.257424,5.0810494,2.6007571,classical
1314.399292126819,151.99908088235293,-228.95596,153.91904,-30.704666,20.802929,-6.099663,1.1756067,-10.78928,-3.8661342,-11.594046,0.86720824,-8.299901,-0.71556634,-3.0778165,-3.406927,-2.615481,0.7338104,-1.9477577,-2.5170276,1.5672724,-1.4766952,classical
1431.0801468671514,143.5546875,-264.33557,138.1797,-30.096487,37.83662,-7.1731234,6.7740803,-11.809729,4.70563,-9.825994,5.859127,-9.563163,2.6768572,-4.788712,-1.4070553,-2.0916638,2.9732933,3.3565185,4.810774,1.757385,-1.8323588,classical
1705.7912691531124,107.666015625,-259.95258,118.92713,-35.608337,31.969566,-16.524868,10.618956,-15.653264,7.425692,-5.82416,8.26638,-17.991137,-1.1879282,-6.356529,2.754268,-2.5846868,4.4022484,-4.126775,-4.7860994,-4.7787433,-4.6025324,classical
1079.7888693521588,123.046875,-483.96786,144.165,1.3792468,8.070789,4.933558,-2.316337,-2.740416,-6.8436475,-10.15446,-8.070669,-7.157022,-10.55595,-7.773563,-2.9480884,-0.2637406,4.2994876,5.307132,0.19258197,-4.547086,-1.896163,classical
1369.5923998136116,123.046875,-309.26334,138.65692,-29.71562,33.617283,-0.36965987,5.228342,-6.3285327,3.2850165,-6.703107,-0.68848854,-13.24687,-8.538453,-9.6672,-4.2925224,0.2574492,1.0208856,1.9134184,3.7180445,2.556779,-4.9365287,classical
1170.256219376788,123.046875,-449.5513,151.49677,-12.753423,44.259808,6.2501945,4.0544987,-1.4762169,-1.6236228,-2.4865205,-4.2856755,-9.663299,-1.3531811,0.13567695,3.7148328,5.2865734,1.2183981,-2.2903373,-4.1148243,-1.8152444,1.2281773,classical
1211.8707246042645,129.19921875,-306.85605,152.84921,-27.586615,16.327555,-3.1488068,-8.940591,-5.437477,-9.772418,-7.1042967,0.2983124,0.89340913,5.4443207,8.212006,4.196132,2.043592,3.0225182,-0.3889575,-2.8096762,-2.9019675,1.3368331,classical
901.7378802312896,129.19921875,-366.2604,181.60039,-5.51421,26.999447,-4.8282466,4.6016793,-10.550474,0.15556988,-11.136406,3.576607,-10.338357,-1.0807842,-4.5974255,-0.47883832,0.83657223,0.24858977,2.1245909,0.6981245,1.0243443,-3.0660908,classical
1462.3835644748758,107.666015625,-121.83352,149.66736,-42.832016,24.485321,-5.4060426,10.664613,-2.818438,0.7835227,-6.3980646,4.4740596,-1.2259256,1.2524996,-1.1988703,-2.4087775,-1.7273984,1.4172891,-1.3712163,0.94541323,-5.567953,-1.9344245,classical
1181.884073002171,129.19921875,-402.20825,153.97675,-15.228629,15.294281,-3.0716236,-3.1837268,-9.759971,-17.305773,-12.30501,-7.9180746,-7.099395,-0.29572105,1.5226654,-1.4603269,-1.7256626,1.8572627,5.0238523,-0.7540272,-0.13914406,-2.8488662,classical
1329.4563630678226,123.046875,-368.52054,124.2544,-31.574648,17.583704,2.324991,-5.9451766,-11.797773,-5.5220284,-5.3968725,-1.3089094,-8.424349,-3.6169055,2.2096312,-0.05545995,0.22812836,2.5134015,3.0935702,4.8399954,6.2342963,8.736714,classical
1117.675441354472,143.5546875,-413.4534,143.48242,31.305882,14.029362,1.5161097,-2.295294,-6.4711933,-8.109995,-5.934282,-4.475447,-2.8047547,-0.8226045,-1.2224382,-2.3896034,-3.8071184,-3.5182376,-2.7078304,-2.38769,0.61112493,2.654155,classical
